
Articulo,Descripcion,Rubro,CON EL 20%
1-220,PLAFON LED FRIO REDONDO EXTERIOR 24 W,ELECTRICIDAD,"$ 10,616.43"
1-187-RECT,PLAFON RECTANGULAR 30X120 EMBUTIR FRIO 48 W,ELECTRICIDAD,"$ 36,418.74"
15-412-CG10,POLACRIN MEMBRANA BASE CAUCHO GRIS 20 LT,PINTURA,"$ 100,624.55"
15-412-CG4,POLACRIN MEMBRANA BASE CAUCHO GRIS 4 LTS,PINTURA,"$ 22,967.40"
15-412-CG20,POLACRIN MEMBRANA BASE CAUCHO NEGRO 20LT,PINTURA,"$ 100,624.55"
15-412-CG4,POLACRIN MEMBRANA BASE CAUCHO NEGRO 4 LT,PINTURA,"$ 22,967.40"
15-412-CG20,POLACRIN MEMBRANA BASE CAUCHO ROJO 20 LT,PINTURA,"$ 100,624.55"
15-412-CG4,POLACRIN MEMBRANA BASE CAUCHO ROJO 4 LTS,PINTURA,"$ 22,967.40"
10-008-P,POLISH PENITRIT X 500 CC,FERRETERIA,"$ 4,259.25"
1-061,PORTA TUBO LED PARA 1 TUBO 18W,ELECTRICIDAD,"$ 3,200.82"
1-066,PORTA TUBO LED PARA 1 TUBO 9W,ELECTRICIDAD,"$ 2,635.96"
1-061,PORTA TUBO LED PARA 1 TUBO LED,ELECTRICIDAD,"$ 2,065.86"
1-062,PORTA TUBO LED PARA 2 TUBOS 18W,ELECTRICIDAD,"$ 3,577.38"
1-221,PORTAFOCO C/ TECLA  TOMA PATA CHATA REGULABLE,ELECTRICIDAD,$ 682.06
1-224,PORTALAMPARA 3 PIEZAS MARFIL,ELECTRICIDAD,$ 870.44
1-225,PORTALAMPARA 3 PIEZAS NEGRO,ELECTRICIDAD,$ 687.78
1-221,PORTALAMPARA C/ TECLA TOMA PATA CHATA REGULABLE,ELECTRICIDAD,$ 885.17
1-222,PORTALAMPARA CERAMICO C/ESCUADRA,ELECTRICIDAD,$ 593.36
1-223,PORTALAMPARA CERAMICO C/PUENTE,ELECTRICIDAD,$ 593.36
2-041-B,PRECINTO BLANCO 2.5 X 100 MM X100,FERRETERIA,$ 628.20
2-047-BL,PRECINTO BLANCO 4.8 X 450 MM X 100,FERRETERIA,"$ 4,715.56"
2-033,PRECINTOS BLANCO 3.6 X 150 MM X 100,FERRETERIA,"$ 1,408.27"
2-034,"PRECINTOS BLANCO 4,8 X 200 MM X 100",FERRETERIA,"$ 2,119.30"
2-035,"PRECINTOS BLANCO 4,8 X 250 MM X 100",FERRETERIA,"$ 2,602.52"
2-036,"PRECINTOS BLANCO 4,8 X 300 MM X 100",FERRETERIA,"$ 3,120.26"
2-037,"PRECINTOS BLANCO 4,8 X 400 MM X 100",FERRETERIA,"$ 4,431.87"
2-038,"PRECINTOS BLANCO 4,8 X 500 MM X 100",FERRETERIA,"$ 5,639.94"
2-039,"PRECINTOS BLANCO 7,6 X 300 MM X 100",FERRETERIA,"$ 3,669.21"
2-040,"PRECINTOS BLANCO 7,6 X 500 MM X 50",FERRETERIA,"$ 5,492.57"
2-041,"PRECINTOS NEGRO 2,5 X 100 MM X 100",FERRETERIA,$ 628.20
2-042,"PRECINTOS NEGRO 3,6 X 150 MM X 100",FERRETERIA,"$ 1,408.27"
2-043,"PRECINTOS NEGRO 4,8 X 200 MM X 100",FERRETERIA,"$ 2,119.30"
2-044,"PRECINTOS NEGRO 4,8 X 250 MM X 100",FERRETERIA,"$ 2,602.52"
2-045,"PRECINTOS NEGRO 4,8 X 300 MM X 100",FERRETERIA,"$ 3,120.26"
2-046,"PRECINTOS NEGRO 4,8 X 400 MM X 100",FERRETERIA,"$ 4,431.87"
2-047,"PRECINTOS NEGRO 4,8 X 450 MM X 100",FERRETERIA,"$ 4,777.03"
2-048,"PRECINTOS NEGRO 4,8 X 500 MM X 100",FERRETERIA,"$ 5,639.94"
2-049,"PRECINTOS NEGRO 7,6 X 300 MM X 50",FERRETERIA,"$ 3,669.21"
2-050,"PRECINTOS NEGRO 7,6 X 500 MM X 50",FERRETERIA,"$ 5,492.57"
1-226,"PROLONGADOR 5 TOMA SIN TECLA BINORMA  1,5 MTS",ELECTRICIDAD,"$ 3,931.70"
1-227,PROLONGADOR 5 TOMA SIN TECLA BINORMA  3 MTS,ELECTRICIDAD,"$ 5,003.98"
1-228,PROLONGADOR 5 TOMA SIN TECLA BINORMA  5 MTS,ELECTRICIDAD,"$ 6,433.69"
1-229,"PROLONGADOR MULTI 5 TOMAS C/PROTECTOR TERMICO 1,5 MTS",ELECTRICIDAD,"$ 8,650.58"
1-231,PROLONGADOR MULTI 5 TOMAS C/PROTECTOR TERMICO 3 MTS,ELECTRICIDAD,"$ 10,218.50"
1-232,PROLONGADOR MULTI 5 TOMAS C/PROTECTOR TERMICO 5 MTS,ELECTRICIDAD,"$ 12,729.34"
1-233,"PROLONGADOR MULTI 5 TOMAS C/TECLA 1,5 MTS",ELECTRICIDAD,"$ 6,691.80"
1-234,PROLONGADOR MULTI 5 TOMAS C/TECLA 3 MTS,ELECTRICIDAD,"$ 8,885.35"
1-235,PROLONGADOR MULTI 5 TOMAS C/TECLA 5 MTS,ELECTRICIDAD,"$ 11,714.84"
1-236,"PROLONGADOR MULTIFICHA 2 TOMAS 1,5 MTS",ELECTRICIDAD,"$ 3,716.16"
1-237,PROLONGADOR MULTIFICHA 2 TOMAS 3 MTS,ELECTRICIDAD,"$ 6,096.38"
CCAMBIO,PROLONGADOR MULTIFICHA 5 TOMA C/TECLA 3 MT,ELECTRICIDAD,$ 0.00
2-060,PUNTA MAGNETICA PH2 DOBLE LARGO X 10,FERRETERIA,"$ 2,976.61"
1-238,RECEPTACULO CURVO 1 PIEZA MARFIL,ELECTRICIDAD,$ 899.45
1-239,RECEPTACULO CURVO 1 PIEZA NEGRO,ELECTRICIDAD,$ 864.59
1-240,RECEPTACULO RECTO MARFIL,ELECTRICIDAD,"$ 1,200.54"
M-240,RECEPTACULO RECTO MARFIL,ELECTRICIDAD,$ 670.42
M-241,RECEPTACULO RECTO NEGRO,ELECTRICIDAD,$ 586.12
1-241,RECEPTACULO RECTO NEGRO,ELECTRICIDAD,$ 992.19
1-055,REFECTOR LED TREFI LUZ FRIA 30 W,ELECTRICIDAD,"$ 6,648.85"
1-062,REFLECTOR CON SENSOR DE MOVIMIENTO 20W,ELECTRICIDAD,"$ 17,168.52"
1-253,REFLECTOR LED LUZ FRIA CON SENSOR DE MOVIMIETO 30 W,ELECTRICIDAD,"$ 20,369.18"
1-254,REFLECTOR LED LUZ FRIA CON SENSOR DE MOVIMIETO 50 W,ELECTRICIDAD,"$ 27,155.78"
1-057-R,REFLECTOR LED TREFI LUZ FRIA 10 W,ELECTRICIDAD,"$ 4,147.39"
1-056,REFLECTOR LED TREFI LUZ FRIA 20 W,ELECTRICIDAD,"$ 5,692.79"
1-245-TR,REFLECTOR TREFI LED LUZ FRIA 150W,ELECTRICIDAD,"$ 26,855.48"
1-246-TR,REFLECTOR TREFI LED LUZ FRIA 200W,ELECTRICIDAD,"$ 36,348.72"
1-252-1,REFLECTOR TREFI LED LUZ FRIA 50W,ELECTRICIDAD,"$ 9,792.87"
1-242TR,REFLECTOR TREFI X 100 W,ELECTRICIDAD,"$ 17,393.77"
1-007,REFLEX CABLE DE COBRE PARALELO 1 100M,ELECTRICIDAD,"$ 47,618.07"
1-008,"REFLEX CABLE DE COBRE PARALELO 1,5 100M",ELECTRICIDAD,"$ 61,807.07"
1-009,"REFLEX CABLE DE COBRE PARALELO 2,5 100M",ELECTRICIDAD,"$ 83,574.59"
1-311,REFLEX CABLE DE COBRE TIPO TALLER   5   X   1.5    100 MTS,ELECTRICIDAD,"$ 206,847.90"
1-312,REFLEX CABLE DE COBRE TIPO TALLER   5   X   2.5   100 MT,ELECTRICIDAD,"$ 298,229.34"
1-011,"REFLEX CABLE DE COBRE TIPO TALLER  2   X 2,5   100M",ELECTRICIDAD,"$ 132,519.02"
1-013,REFLEX CABLE DE COBRE TIPO TALLER 2   X    6    100M,ELECTRICIDAD,"$ 284,379.72"
1-010,"REFLEX CABLE DE COBRE TIPO TALLER 2   X  1,5   100M",ELECTRICIDAD,"$ 91,920.71"
1-010,"REFLEX CABLE DE COBRE TIPO TALLER 2 X 1,5 100M",ELECTRICIDAD,"$ 93,292.55"
1-011,"REFLEX CABLE DE COBRE TIPO TALLER 2 X 2,5 100M",ELECTRICIDAD,"$ 134,110.29"
1-012,REFLEX CABLE DE COBRE TIPO TALLER 2 X 4 100M,ELECTRICIDAD,"$ 206,409.79"
1-013,REFLEX CABLE DE COBRE TIPO TALLER 2 X 6 100M,ELECTRICIDAD,"$ 288,623.87"
1-142,"REFLEX CABLE DE COBRE TIPO TALLER 3   X   2,5 100M",ELECTRICIDAD,"$ 199,161.55"
1-142,"REFLEX CABLE DE COBRE TIPO TALLER 3 X 2,5 100M",ELECTRICIDAD,"$ 202,133.88"
1-311,REFLEX CABLE DE COBRE TIPO TALLER 5 X 1.5 100 MTS,ELECTRICIDAD,"$ 209,942.34"
1-312,REFLEX CABLE DE COBRE TIPO TALLER 5 X 2.5 100 MT,ELECTRICIDAD,"$ 302,690.85"
1-018,"REFLEX CABLE DE COBRE UNIPOLAR BLANCO 1,5 100M",ELECTRICIDAD,"$ 28,712.18"
1-019,"REFLEX CABLE DE COBRE UNIPOLAR BLANCO 2,5 100M",ELECTRICIDAD,"$ 42,685.43"
1-020,REFLEX CABLE DE COBRE UNIPOLAR BLANCO 4 100M,ELECTRICIDAD,"$ 74,077.38"
1-016-C,REFLEX CABLE DE COBRE UNIPOLAR CELESTE 1.5 100 M,ELECTRICIDAD,"$ 28,712.18"
1-016,"REFLEX CABLE DE COBRE UNIPOLAR CELESTE 2,5 100M",ELECTRICIDAD,"$ 42,685.43"
1-017,REFLEX CABLE DE COBRE UNIPOLAR CELESTE 4 100M,ELECTRICIDAD,"$ 74,077.38"
1-021,"REFLEX CABLE DE COBRE UNIPOLAR MARRON 1,5 100M",ELECTRICIDAD,"$ 28,712.18"
1-022,"REFLEX CABLE DE COBRE UNIPOLAR MARRON 2,5 100M",ELECTRICIDAD,"$ 42,685.43"
1-023,REFLEX CABLE DE COBRE UNIPOLAR MARRON 4 100M,ELECTRICIDAD,"$ 74,077.38"
1-024,"REFLEX CABLE DE COBRE UNIPOLAR NEGRO 1,5 100M",ELECTRICIDAD,"$ 28,712.18"
1-025,"REFLEX CABLE DE COBRE UNIPOLAR NEGRO 2,5 100M",ELECTRICIDAD,"$ 42,685.43"
1-026,REFLEX CABLE DE COBRE UNIPOLAR NEGRO 4 100M,ELECTRICIDAD,"$ 74,077.38"
1-027,"REFLEX CABLE DE COBRE UNIPOLAR ROJO 1,5 100M",ELECTRICIDAD,"$ 28,712.18"
1-028,"REFLEX CABLE DE COBRE UNIPOLAR ROJO 2,5 100M",ELECTRICIDAD,"$ 42,685.43"
1-029,REFLEX CABLE DE COBRE UNIPOLAR ROJO 4 100M,ELECTRICIDAD,"$ 74,077.38"
1-030,"REFLEX CABLE DE COBRE UNIPOLAR V Y A 1,5 100M",ELECTRICIDAD,"$ 28,712.18"
1-031,"REFLEX CABLE DE COBRE UNIPOLAR V Y A 2,5 100M",ELECTRICIDAD,"$ 42,685.43"
1-032,REFLEX CABLE DE COBRE UNIPOLAR V Y A 4 100M,ELECTRICIDAD,"$ 74,077.38"
1-300-R,REMACHADORA,FERRETERIA,"$ 5,387.92"
5-213,REMOVEDOR EN GEL 1 LT,PINTURA,"$ 8,302.36"
5-214,REMOVEDOR EN GEL 1/2 LT,PINTURA,"$ 5,027.48"
1-056,RESISTENCIA CALEFON DE BRONCE FOCO,FERRETERIA,"$ 4,206.64"
1-055,RESISTENCIA CALEFON DE BRONCE PULMON,FERRETERIA,"$ 4,180.00"
GG-002-RGBE,"RGB AVC EXTERIOR 14,4 W",ELECTRICIDAD,"$ 13,701.97"
GG-001-RGBI,"RGB AVC INTERIOR 14,4 W",ELECTRICIDAD,"$ 11,967.54"
5-215,RODILLO ANTIGOTA 17CM,PINTURA,"$ 2,894.41"
5-216,RODILLO ANTIGOTA 22CM,PINTURA,"$ 3,247.64"
5-217,RODILLO DE LANA PURA TUBO 40 17CM,PINTURA,"$ 5,201.22"
5-218,RODILLO DE LANA PURA TUBO 40 22CM,PINTURA,"$ 5,854.70"
5-219,RODILLO LANA PURA TUBO 50 22CM,PINTURA,"$ 6,412.12"
5-220,RODILLO MINI EPOXI 10 CM,PINTURA,$ 788.19
5-221,RODILLO MINI EPOXI 5 CM,PINTURA,$ 627.28
5-222,RODILLO MINI EPOXI 8 CM,PINTURA,$ 733.83
5-223,RODILLO MINI FORRADO 10 CM,PINTURA,$ 706.36
5-224,RODILLO MINI FORRADO 5 CM,PINTURA,$ 563.69
5-225,RODILLO MINI FORRADO 8 CM,PINTURA,$ 635.02
5-226,RODILLO SIMIL LANA 17CM,PINTURA,"$ 2,213.86"
5-227,RODILLO SIMIL LANA 22CM,PINTURA,"$ 2,509.97"
2-233-SBR,SACA BOCADO REFORZADO,FERRETERIA,"$ 6,638.75"
4-019,SELLA ROSCA 25CC,PEGAMENTO,"$ 1,153.08"
4-040,SELLADOR DE POLIURETANO PU 40 BLANCO X 280 ML,PEGAMENTO,"$ 9,461.47"
4-018,SELLADOR DE POLIURETANO PU 40 GRIS X 280 ML,PEGAMENTO,"$ 9,461.47"
4-018-N,SELLADOR DE POLIURETANO PU 40 NEGRA X 280 ML,PEGAMENTO,"$ 9,461.47"
5-SSB18L,"SELLADOR PARA MADERA ""SB"" X 18 LTS",PINTURA,"$ 148,530.53"
5-S118-1L,SELLADOR PARA MADERA 1118 X 1 LT,PINTURA,"$ 11,033.13"
5-S118-18,SELLADOR PARA MADERA 1118 X 18 LTS,PINTURA,"$ 170,896.84"
5-S118-200,SELLADOR PARA MADERA 1118 X 200 LTS,PINTURA,"$ 1,785,448.08"
5-S118-4L,SELLADOR PARA MADERA 1118 X 4 LTS,PINTURA,"$ 40,370.45"
5-SBS-1,SELLADOR PARA MADERA SB X 1 LT,PINTURA,$ 0.00
5-SBS-18,SELLADOR PARA MADERA SB X 18 LTS,PINTURA,"$ 156,326.47"
5-SBS-200,SELLADOR PARA MADERA SB X 200 LTS,PINTURA,"$ 1,623,555.09"
5-SBS-4,SELLADOR PARA MADERA SB X 4 LTS,PINTURA,$ 0.00
1-255,SENSOR DE MOVIMIENTO 180 BLANCO,ILUMINACION,"$ 14,301.44"
1-256,SENSOR DE MOVIMIENTO 180 NEGRO,ILUMINACION,"$ 14,301.44"
SG-041-SAB,SILICONA ACETICA BLANCA X 280,FERRETERIA,"$ 2,394.89"
4-032B,SILICONA ACETICA BLANCA X 85 GRS,PEGAMENTO,"$ 1,477.38"
SG-041-SAN,SILICONA ACETICA NEGRA X 280,FERRETERIA,"$ 2,394.89"
SG-041-SAT,SILICONA ACETICA TRANSPARENTE X 280,FERRETERIA,"$ 2,393.14"
4-032,SILICONA ACETICA TRANSPARENTE X 85 GRS,PEGAMENTO,"$ 1,927.26"
SG-050-AT,SILICONA ALTA TEMPERATURA X 50,PINTURA,"$ 1,951.05"
4-025,SILICONA NEUTRA BLANCA 280 MT,PEGAMENTO,"$ 3,307.11"
SG-041-SANB,SILICONA NEUTRA BLANCA X 280,PEGAMENTO,"$ 2,975.99"
4-033,SILICONA NEUTRA CANDELA X 85 GRS,PEGAMENTO,"$ 2,198.84"
4-026,SILICONA NEUTRA NEGRA 280 MT,PEGAMENTO,"$ 3,307.11"
SG-041-SANN,SILICONA NEUTRA NEGRA X 280,PEGAMENTO,"$ 3,387.76"
4-027,SILICONA NEUTRA TRANSPARENTE 280 MT,PEGAMENTO,"$ 3,307.11"
SG-041-SANT,SILICONA NEUTRA TRANSPARENTE X 280,PEGAMENTO,"$ 3,387.76"
4-028,SILICONA PEGA BACHA BLANCO 280CC,PEGAMENTO,"$ 8,463.98"
4-029,SILICONA PEGA BACHA GRIS 280CC,PEGAMENTO,"$ 8,463.98"
4-030,SILICONA SELLA GRIETAS PINTABLE 280ML,PEGAMENTO,"$ 5,157.22"
4-030-SG,SILICONA SELLA GRIETAS PINTABLE 280ML,PEGAMENTO,"$ 4,566.82"
4-031,SILICONA SELLA ZINGUERIA Y CANALETA COLOR ALUMINIO 280 MT,PEGAMENTO,"$ 8,746.10"
2-051,SODA CAUSTICA 1 K,FERRETERIA,"$ 2,145.70"
Z-001-40,SOLDADOR DE ESTA O 40 W,FERRETERIA,"$ 7,624.76"
Z-001-41,SOLDADOR DE ESTA O 60 W,FERRETERIA,"$ 8,129.20"
SDG-297-SDM,SPOT METALICO DICROICA 90 MM,FERRETERIA,"$ 2,089.09"
1-307,SPOT PARA DICROICA PVC CUADRADA BLANCA,ELECTRICIDAD,$ 795.66
1-306,SPOT PARA DICROICA PVC REDONDO BLANCO,ELECTRICIDAD,$ 795.66
15-010-L,TALENTO ENDUIDO INTERIOR EXTERIOR 1 LT,PINTURA,"$ 2,523.99"
15-012-L,TALENTO ENDUIDO INTERIOR EXTERIOR 10 LTS,PINTURA,"$ 16,880.96"
15-013-L,TALENTO ENDUIDO INTERIOR EXTERIOR 20 LTS,PINTURA,"$ 31,653.23"
15-011-L,TALENTO ENDUIDO INTERIOR EXTERIOR 4 LTS,PINTURA,"$ 7,911.19"
15-013-L,TALENTO FIJADOR SELLADOR 1 LTS,PINTURA,"$ 2,632.67"
15-014-L,TALENTO FIJADOR SELLADOR 10 LTS,PINTURA,"$ 16,746.44"
15-015-L,TALENTO FIJADOR SELLADOR 20 LTS,PINTURA,"$ 30,485.41"
15-014-L,TALENTO FIJADOR SELLADOR 4 LTS,PINTURA,"$ 7,658.10"
15-007-L,TALENTO MASILLA P / PLACA DE YESO 1.8 KGS,PINTURA,"$ 2,863.42"
15-008-L,TALENTO MASILLA P / PLACA DE YESO 15 KG,PINTURA,"$ 16,864.58"
15-009-L,TALENTO MASILLA P / PLACA DE YESO 32 KG,PINTURA,"$ 32,005.30"
15-007-L,TALENTO MASILLA P / PLACA DE YESO 6 KGS,PINTURA,"$ 8,192.94"
15-006-L,TALENTO PISCINA ACRILICO AQUOSA X 10 LTS,PINTURA,"$ 44,377.43"
15-005-L,TALENTO PISCINA ACRILICO AQUOSA X 4LTS,PINTURA,"$ 18,685.24"
1-277,TAPA A PRESION  CUADRADA,ELECTRICIDAD,$ 188.40
1-259,TAPA A PRESION OCTOGONAL 115MM,ELECTRICIDAD,$ 165.55
1-260,TAPA A PRESION OCTOGONAL 90MM,ELECTRICIDAD,$ 94.74
1-2062-T,TAPA A TORNILLO CUADRADA,ELECTRICIDAD,$ 162.94
1-259-T,TAPA A TORNILLO MIGNON,ELECTRICIDAD,$ 93.59
1-260-T,TAPA A TORNILLO OCTOGONAL CHICA,ELECTRICIDAD,$ 101.09
1-261-T,TAPA A TORNILLO OCTOGONAL GRANDE,ELECTRICIDAD,$ 183.97
1-262-T,TAPA A TORNILLO RECTANGULAR,ELECTRICIDAD,$ 161.10
1-152-M,TAPA BASTIDOR BARI 45,ELECTRICIDAD,$ 564.89
1-154-M,TAPA BASTIDOR MAAT,ELECTRICIDAD,$ 742.45
10-007-J,TAPA BASTIDOR MITO BORDE BLANCO,ELECTRICIDAD,"$ 1,866.00"
10-008-J,TAPA BASTIDOR MITO BORDE NEGRO,ELECTRICIDAD,"$ 1,993.11"
1-153-M,TAPA BASTIDOR RECTO,ELECTRICIDAD,$ 564.89
10-009-J,TAPA BASTIDOR VERONA BLANCA 2000,ELECTRICIDAD,$ 968.07
25-025-J,TAPA BASTIDOR VERONA NEGRO 2000,ELECTRICIDAD,"$ 1,869.83"
1-275,TERMICA 3 POLOS 16A-45KA CURVA C,ELECTRICIDAD,"$ 8,766.30"
1-261,"TERMICA 3 POLOS 20A-4,5KA CURVA C",ELECTRICIDAD,"$ 8,766.30"
1-262,"TERMICA 3 POLOS 25A-4,5KA CURVA C",ELECTRICIDAD,"$ 8,766.30"
1-263,"TERMICA 3 POLOS 32A-4,5KA CURVA C",ELECTRICIDAD,"$ 8,766.30"
1-276,TERMICA 3 POLOS 40A-45KA CURVA C,ELECTRICIDAD,"$ 10,258.43"
1-277,TERMICA 4 POLOS 16A-45KA CURVA C,ELECTRICIDAD,"$ 11,679.51"
1-264,"TERMICA 4 POLOS 20A-4,5KA CURVA C",ELECTRICIDAD,"$ 11,679.51"
1-265,"TERMICA 4 POLOS 25A-4,5KA CURVA C",ELECTRICIDAD,"$ 11,679.51"
1-266,"TERMICA 4 POLOS 32A-4,5KA CURVA C",ELECTRICIDAD,"$ 11,679.51"
1-270,TERMICA 4 POLOS 40A-45KA CURVA C,ELECTRICIDAD,"$ 13,677.91"
1-267,"TERMICA BIPOLAR 10A-4,5KA CURVA C",ELECTRICIDAD,"$ 5,835.32"
1-268,"TERMICA BIPOLAR 16A-4,5KA CURVA C",ELECTRICIDAD,"$ 5,835.32"
1-269,"TERMICA BIPOLAR 20A-4,5KA CURVA C",ELECTRICIDAD,"$ 5,835.32"
1-270,"TERMICA BIPOLAR 25A-4,5KA CURVA C",ELECTRICIDAD,"$ 5,835.32"
1-271,"TERMICA BIPOLAR 32A-4,5KA CURVA C",ELECTRICIDAD,"$ 5,835.32"
1-272,"TERMICA UNIPOLAR 10A-4,5KA CURVA C",ELECTRICIDAD,"$ 2,922.10"
1-310,TERMICA UNIPOLAR 10A-4.5KA CURVA C,ELECTRICIDAD,"$ 2,922.10"
1-273,"TERMICA UNIPOLAR 16A-4,5KA CURVA C",ELECTRICIDAD,"$ 2,922.10"
1-296,TERMICA UNIPOLAR 20A-4.5KA CURVA C,ELECTRICIDAD,"$ 2,922.10"
1-275,TERMICA UNIPOLAR 25A-4.5KA CURVA C,ELECTRICIDAD,"$ 2,922.10"
1-274,"TERMICA UNIPOLAR 32A-4,5KA CURVA C",ELECTRICIDAD,"$ 2,922.10"
SDG-297-TD,TESTER DIGITAL,FERRETERIA,"$ 6,621.13"
5-229,THINNER UNIVERSAL 1 LT,FERRETERIA,"$ 3,121.74"
5-228,THINNER UNIVERSAL 1/2 LT,PINTURA,"$ 2,012.56"
1-275,TIMBRE INALAMBRICO CUADRADO,ELECTRICIDAD,"$ 6,995.56"
1-276,TIMBRE INALAMBRICO REDONDO,ELECTRICIDAD,"$ 6,995.56"
5-230,TINTA PARA MADERA ALGARROBO 60CC,PINTURA,"$ 1,070.67"
5-231,TINTA PARA MADERA CAOBA 60CC,PINTURA,"$ 1,070.67"
5-232,TINTA PARA MADERA CEDRO 60CC,PINTURA,"$ 1,070.67"
5-233,TINTA PARA MADERA NOGAL 60CC,PINTURA,"$ 1,070.67"
5-234,TINTA PARA MADERA PETIRIBI 60CC,PINTURA,"$ 1,070.67"
5-235,TINTA PARA MADERA ROBLE CLARO 60CC,PINTURA,"$ 1,070.67"
5-236,TINTA PARA MADERA ROBLE OSCURO 60CC,PINTURA,"$ 1,070.67"
5-238,TINTA PARA MADERA VIRARO 60CC,PINTURA,"$ 1,070.67"
5-237,TINTA PARA MADERA WENGUE 60CC,PINTURA,"$ 1,070.73"
GG-001-E,TIRA LED AVC EXTERIOR CALIDA 12 W,ELECTRICIDAD,"$ 10,258.55"
GG-002-E,TIRA LED AVC EXTERIOR FRIA 12 W,ELECTRICIDAD,"$ 10,258.55"
GG-001-I,TIRA LED AVC INTERIOR CALIDA 12 W,ELECTRICIDAD,"$ 7,343.04"
GG-002-I,TIRA LED AVC INTERIOR FRIA 12 W,ELECTRICIDAD,"$ 7,343.04"
1-302,TORTUGA CON PORTALAMPARA PVC CON ARO,ELECTRICIDAD,"$ 2,409.03"
1-305,TORTUGA CON PORTALAMPARA PVC CON ARO,ELECTRICIDAD,"$ 2,409.03"
1-304,TORTUGA CON PORTALAMPARA PVC CON VISERA,ELECTRICIDAD,"$ 2,530.44"
1-303,TORTUGA CON PORTALAMPARA PVC CON VISERA,ELECTRICIDAD,"$ 2,530.44"
1-277,TORTUGAS LED OVAL BLANCA 08W,ELECTRICIDAD,"$ 3,542.01"
1-278,TORTUGAS LED OVAL BLANCA 18W,ELECTRICIDAD,"$ 4,658.12"
1-279,TORTUGAS LED OVAL BLANCA 24W,ELECTRICIDAD,"$ 7,148.61"
1-280,TORTUGAS LED OVAL NEGRA 08W,ELECTRICIDAD,"$ 3,542.01"
1-281,TORTUGAS LED OVAL NEGRA 18W,ELECTRICIDAD,"$ 4,658.12"
1-282,TORTUGAS LED OVAL NEGRA 24W,ELECTRICIDAD,"$ 7,148.61"
1-283,TORTUGAS LED REDONDA BLANCA 08 W,ELECTRICIDAD,"$ 3,818.74"
1-284,TORTUGAS LED REDONDA BLANCA 18 W,ELECTRICIDAD,"$ 5,214.13"
1-285,TORTUGAS LED REDONDA BLANCA 24 W,ELECTRICIDAD,"$ 7,324.95"
1-286,TORTUGAS LED REDONDA NEGRA 08 W,ELECTRICIDAD,"$ 3,818.74"
1-287,TORTUGAS LED REDONDA NEGRA 18 W,ELECTRICIDAD,"$ 5,214.13"
1-288,TORTUGAS LED REDONDA NEGRA 24 W,ELECTRICIDAD,"$ 7,324.95"
1-065,TREFI FOCO LED CALIDO 10 W,ELECTRICIDAD,$ 670.63
1-066,TREFI FOCO LED CALIDO 12 W,ELECTRICIDAD,$ 792.25
1-333,TREFI FOCO LED CALIDO 7 W,ELECTRICIDAD,$ 672.53
1-063,TREFI FOCO LED FRIA 10 W,ELECTRICIDAD,$ 625.23
1-061,TREFI FOCO LED FRIA 12 W,ELECTRICIDAD,$ 724.76
1-068,TREFI FOCO LED FRIA 15 W,LUBRICANTES,$ 968.42
1-064,TREFI FOCO LED FRIA 7 W,ILUMINACION,$ 672.53
1-065,TREFI FOCO LED LUZ NEUTRA 7 W,ILUMINACION,$ 781.48
1-123T,TREFI HIGH POWER GALPONERA 20W,ILUMINACION,"$ 2,099.82"
1-124T,TREFI HIGH POWER GALPONERA 30W,ILUMINACION,"$ 3,162.86"
1-125T,TREFI HIGH POWER GALPONERA 40W,ELECTRICIDAD,"$ 4,947.71"
1-126T,TREFI HIGH POWER GALPONERA 50W,ELECTRICIDAD,"$ 6,666.94"
1-209-TREFI,TREFI PLAFON LED FRIA CUADRADO EXTERIOR 6 W,ELECTRICIDAD,"$ 2,730.83"
1-220-TREFI,TREFI PLAFON LED FRIA REDONDO EXTERIOR 24 W,ELECTRICIDAD,"$ 7,185.12"
1-207-TREFI,TREFI PLAFON LED LUZ FRIA CUADRADO EMBUTIR 18 W,ELECTRICIDAD,"$ 4,818.40"
1-210-TREFI,TREFI PLAFON LED LUZ FRIA CUADRADO EXTERIOR  12 W,ELECTRICIDAD,"$ 3,738.21"
1-214-TREFI,TREFI PLAFON LED LUZ FRIA REDONDO EMBUTIR 12 W,ELECTRICIDAD,"$ 3,046.40"
1-216-TREFI,TREFI PLAFON LED LUZ FRIA REDONDO EMBUTIR 24 W,ELECTRICIDAD,"$ 6,942.38"
1-218-TREFI,TREFI PLAFON LED LUZ FRIA REDONDO EXTERIOR 12 W,ELECTRICIDAD,"$ 3,616.84"
1-217-TREFI,TREFI PLAFON LED LUZ FRIA REDONDO EXTERIOR 6 W,ELECTRICIDAD,"$ 2,597.31"
1-067,TREFI TUBO LED 9 W,ELECTRICIDAD,"$ 1,913.90"
1-320,TREFI TUBO LED18W,ELECTRICIDAD,"$ 2,449.62"
5-238,TRIPLE ACCION ALUMINIO 1 LT,PINTURA,"$ 13,215.71"
5-239,TRIPLE ACCION ALUMINIO 1/2 LT,PINTURA,"$ 7,612.94"
5-240,TRIPLE ACCION ALUMINIO 1/4LT,PINTURA,"$ 4,693.63"
5-241,TRIPLE ACCION ALUMINIO 4LT,PINTURA,"$ 49,227.47"
5-242,TRIPLE ACCION AMARILLO 1 LT,PINTURA,"$ 9,277.00"
